id,area,Y,M,O,Total
3003004,108397566.22108,16533,54239,19869,90641
3003005,90004632.1903301,13200,44468,15829,73497
3003006,123973904.759254,8789,29029,10285,48103
3003007,171822804.606536,9143,28073,10019,47235
3003008,381228657.822351,2092,7054,2525,11671
30033,145121159.513589,4083,8373,3229,15685
30035,75275359.4835923,5116,20118,8594,33828
30036,22322734.6704952,5602,14235,5925,25762
30037,189728554.272804,6314,19565,9978,35857
30038,38855093.9378082,5914,13773,3532,23219
30039_AM,339058026.81054,7818,16907,6588,31313
30041,24828448.0331094,5149,11499,2918,19566
30042_AM,98696894.7037558,985,2342,884,4211
30043,606509040.406998,5360,19199,10333,34892
30901,44154656.6029,2854,9283,4219,16356
30902,19861294.49306,3911,8453,3961,16325
31010_AM,60874267.0736076,1754,4859,2424,9037
31015_AM,189957040.68736,1367,3356,1036,5759
31016,1913224.55267342,913,4809,4786,10508
31019_AM,736123316.36358,1029,2701,1204,4934
31023,40618878.3265111,3067,5984,1331,10382
31029_AM,432409234.924332,941,2391,1049,4381
31036_AM,237209873.098927,984,2616,1051,4651
31038_AM,480645868.634387,1057,2886,1134,5077
31041_AM,188227510.906678,1237,3385,1793,6415
31042_AM,86200901.2429286,896,2750,1619,5265
31050_AM,390370078.975937,1705,4855,2168,8728
31060,2162035.40201195,3400,9252,5789,18441
31067_AM,250651089.485352,1150,3282,1276,5708
31070,18476536.1739353,891,2246,1173,4310
31072_AM,80676324.2934633,2270,5716,2391,10377
31076_AM,91513707.2557431,1785,3828,1695,7308
31077,81180686.6148417,1893,3852,2099,7844
31078_AM,72968592.4771336,759,2961,1971,5691
31084_AM,125924309.782753,1272,3110,1226,5608
31086,53508469.2211499,5238,10677,4905,20820
31088,48224540.5324446,1467,4596,2576,8639
31092_AM,1212183142.90671,980,2484,971,4435
31097,15405787.6730977,2723,8093,3533,14349
31098_AM,320053675.746671,1342,3304,1159,5805
31104_AM,188457437.829667,770,1998,996,3764
31108_AM,125061586.273478,1019,2592,1043,4654
31122,3818570.06953666,1859,3684,1558,7101
31138_AM,194846078.525026,939,2304,854,4097
31142_AM,214156536.59667,1492,3509,1434,6435
31149_AM,193434781.241183,1000,2305,878,4183
31157_AM,60648089.3429712,1358,3420,1460,6238
31163_AM,102540654.914502,1333,3170,982,5485
31165_AM,149303577.379322,1409,2767,726,4902
31169_AM,75200627.4705557,854,3073,2097,6024
31176_AM,94331808.2017685,2200,5399,1757,9356
31191_AM,402554302.373153,1491,3692,1284,6467
3120101,580627.713973696,2290,5795,1965,10050
3120102,1355811.6670671,4256,10771,3652,18679
3120103,3573299.08852027,7816,19840,6783,34439
3120104,4181838.21002481,7383,18083,6448,31914
3120105,3864309.31766601,4198,10658,4080,18936
3120106,3761841.72184793,3697,10322,5040,19059
3120107,6481309.30464717,9082,24966,10184,44232
3120108,1330467.31479002,2439,6150,2098,10687
31202,88479416.6736615,1357,2957,1090,5404
31206_AM,81845962.009089,777,2089,976,3842
31208_AM,106536386.370879,994,3345,2014,6353
31215,21089906.3651162,1166,3538,1676,6380
31216_AM,288550179.587297,1917,4652,1699,8268
31221_AM,224071268.038458,1113,3035,1361,5509
31227,98432130.1765338,3132,7027,1051,11210
31232,215901813.747015,4770,17963,12768,35501
31249_AM,143769305.926297,1226,3845,1562,6633
31250_AM,154447573.826945,1968,4737,1614,8319
31251_AM,96507228.1250753,950,2562,904,4416
31258,1078661.56875647,1804,5753,2558,10115
31260_AM,330135479.112665,1032,2580,1139,4751
31901,1386291.10275128,1890,9159,7129,18178
31902,25743796.9558139,933,3348,2506,6787
31903,2692949.60444598,2071,5608,1701,9380
31904_AM,252168869.658748,1486,3244,1268,5998
31905_AM,84800576.7631622,1468,3141,739,5348
31906_AM,46310354.3109162,1299,2886,1498,5683
31907,5097966.97356149,3530,7329,3374,14233
31908_AM,297361190.350404,1068,2641,1114,4823
32001_AM,111205816.708069,1662,4645,1485,7792
32004_AM,265591242.211095,1692,3614,1366,6672
32007_AM,350879686.426708,1492,3838,1869,7199
32008_AM,128375538.627926,3129,7731,2739,13599
32009,85694815.6189685,2033,7802,3934,13769
32013_AM,317772584.613614,1455,3411,1665,6531
32017_AM,706645460.661845,1184,3038,840,5062
32019,54402347.3100038,3091,7901,3078,14070
32020_AM,155735863.463688,1192,3234,1829,6255
32024,67351846.8613502,1053,3002,1595,5650
32026_AM,77877633.895337,1455,3477,1009,5941
32032,132757376.228834,2670,5704,1954,10328
32042_AM,420996614.461251,1337,3268,1382,5987
32043_AM,365580600.905884,1470,3809,1430,6709
32045_AM,115164366.134129,1336,3512,1542,6390
32050_AM,365610836.219424,1695,4283,2053,8031
32051_AM,392734560.720879,1398,3012,805,5215
3205401,8643441.91153046,5512,10925,3672,20109
3205402,12070131.8125796,4304,8487,2838,15629
3205403,5676595.29531245,6033,12365,4020,22418
3205404,8211384.95908463,4294,8532,2910,15736
3205405,50004541.6519358,7207,14295,4733,26235
32056_AM,153437717.742478,1024,2921,1208,5153
32058_AM,159350964.131374,1853,4869,2002,8724
32063_AM,547160420.336003,1380,3307,1431,6118
32067_AM,274952459.510537,1364,3391,1421,6176
32069,25123960.4071435,1170,2784,1166,5120
32072_AM,178436924.064774,1839,4646,1599,8084
32075_AM,90573244.1018546,1713,4135,1788,7636
32076_AM,205135130.831226,1665,3714,1107,6486
32085,94139192.7009968,3467,8640,2424,14531
32086_AM,747564051.191602,1269,3016,1063,5348
32091_AM,604934253.791127,1389,3483,1123,5995
33001_AM,874296579.013489,1154,2933,1148,5235
33002,376044803.018901,3079,7528,1012,11619
3300401,26049245.9802958,12975,39318,25608,77901
33007_AM,462041564.348896,955,2280,895,4130
33008_AM,525668680.317848,1122,3307,1745,6174
33011,823541562.674016,2074,7690,3989,13753
33012,212644012.529599,1603,3906,867,6376
33014,67401188.2702238,2196,5767,2718,10681
33015_AM,697568455.819986,602,1694,918,3214
33016,55487959.5951681,4436,12563,5580,22579
33019_AM,110965747.182134,764,2650,1048,4462
33020_AM,70556708.3173801,4061,8692,3699,16452
33021,100721046.734207,638,3011,2341,5990
33023_AM,143860243.603788,1447,3998,1578,7023
3302401,1068650.29336962,7881,18468,5428,31777
3302402,252052.381045442,654,1533,450,2637
3302403,2589902.22336251,7866,18432,5418,31716
3302404,1393444.95803177,4253,9967,2929,17149
3302405,14327467.3027719,7602,17814,5236,30652
3302406,2184792.87757087,8010,18771,5517,32298
3302407,3081114.91061198,15710,36814,10821,63345
3302408,2289726.86584885,7362,17252,5071,29685
3302409,154726512.873639,6431,15090,4481,26002
33025,81154692.0419191,1302,5933,3495,10730
33026_AM,284861931.549297,2872,6984,2665,12521
33031,82659268.233511,8174,21562,9873,39609
33032,131042178.416599,3091,6824,5065,14980
33033,315664124.262151,1187,5955,5089,12231
33034,353420084.184392,2426,7352,3397,13175
33035,105445438.52377,2805,7315,4367,14487
33036,263412276.318407,3812,9081,1875,14768
33037,146152352.358342,6721,21194,10726,38641
33038_AM,141673611.081704,1513,3868,1632,7013
33040_AM,192970866.016537,2453,5921,1662,10036
33041,63383709.6683832,1668,4744,2053,8465
33042,5552439.7660546,1192,3142,1200,5534
3304401,423563.485262996,1007,3743,2513,7263
3304402,2580873.16819225,1347,5004,3359,9710
3304403,1828649.21482547,2217,8238,5530,15985
3304404,5709646.10016319,2682,9758,6426,18866
3304405,1904932.65407877,2345,8711,5848,16904
3304406,4902932.22489251,4834,17959,12056,34849
3304407,370311.471228372,1363,5065,3400,9828
3304408,3195166.5788749,2620,9733,6534,18887
3304409,2733730.94448068,2743,10192,6842,19777
3304410,1179618.69739492,2517,9351,6277,18145
3304411,564196.026435323,1169,4343,2915,8427
3304412,11635585.6880862,2494,9280,6272,18046
3304413_AD,58422351.5970477,694,2579,1752,5025
3304415,38725519.9979022,514,1835,1210,3559
3304416,52054893.6596977,680,2499,1671,4850
33045,126090896.071359,1391,3183,1319,5893
33049,284216685.69534,1867,4454,1614,7935
33051_AM,175237336.260311,2322,6113,3132,11567
33056,84396952.9418275,1447,3172,1721,6340
33059,226699576.232208,1541,3267,923,5731
33060,56193994.3718096,4317,10108,2129,16554
33066,210640552.340029,12546,29964,9830,52340
33069_AM,43671215.0431332,1449,3298,1431,6178
33070_AM,191947575.210504,1910,4334,1529,7773
33072_AM,990516029.880425,815,3936,2477,7228
33073,541961474.48306,2473,5240,2123,9836
33074_AM,316235581.922499,1169,3052,1235,5456
33076,275866231.896133,4291,10086,2597,16974
34004_AM,336484666.780242,1449,4100,1836,7385
34017_AM,630821285.516958,1241,3082,1031,5354
34022_AM,911686594.355607,1112,2957,1142,5211
34023,14257885.0178194,1298,2897,2036,6231
34047_AM,493790508.584671,1359,3081,1089,5529
34056_AM,923588334.661465,1190,2851,1249,5290
34069_AM,511777997.535809,1197,2934,1380,5511
34079_AM,134789433.923626,1323,3391,1600,6314
34080,62843092.730142,934,3808,2021,6763
34083_AM,697555455.525508,1176,2912,1105,5193
3412001,226834.963239874,451,1961,1692,4104
3412002,69323948.4657576,509,2150,1825,4484
3412003,214791.559288533,549,2388,2061,4998
3412004,1662572.40044523,1103,4793,4136,10032
3412005,10312636.7086436,2559,9832,7791,20182
3412006,9360594.74640627,1241,5049,4202,10492
3412007,3881443.14313502,2568,11159,9630,23357
34123_AM,741307904.031722,1077,2559,1025,4661
34157_AM,519677127.794488,1445,3428,1303,6176
34199_AM,1086308048.33101,1230,2968,1095,5293
34225,40056986.2053152,916,3074,2143,6133
34232_AM,855933631.593085,1524,3436,1275,6235
35001,45405935.2334776,1447,3239,1152,5838
35002,78492933.2796142,7374,18473,6424,32271
35003_AM,354339072.996132,3327,7276,1551,12154
3500401,3863784.41191972,4447,10778,6352,21577
3500402,20087415.2072372,7989,19388,11500,38877
35006,32777103.2418695,6952,21003,10505,38460
35008,15819440.3003996,1912,4412,1957,8281
35009,62148052.3982182,6457,14280,3647,24384
35010,106867105.675534,1153,2695,968,4816
35011,38445081.1820615,7043,18336,5524,30903
35012,173352639.182856,3698,10271,5200,19169
35013,32324576.0833409,1634,4309,1646,7589
35014,356850399.045113,4863,12380,6347,23590
35015,383574965.06055,4061,10326,5118,19505
3501601,33167262.9825877,16204,34487,17847,68538
3501602,6481549.46818068,18925,39850,20809,79584
3501603,11867774.9258104,16274,34268,17894,68436
3501604,8832245.34507664,24421,51424,26853,102698
3501605,41885106.2787666,12669,27256,14095,54020
35017,291874000.05657,10252,22872,6992,40116
35018,41042352.5053242,2459,9429,6463,18351
3501901_AD,151343931.269851,2984,6190,2882,12056
3501902,59506071.7893192,1262,2870,1410,5542
3501903,67276838.4673329,7904,18155,8968,35027
3501904,98828304.0983518,2708,6244,3086,12038
35020,124195756.871186,1392,4442,1706,7540
35021,24283283.1727954,3591,9749,4647,17987
3502203,19610121.9853035,15625,30986,13960,60571
35023,42403539.4006378,4317,9201,1378,14896
35024,251404363.664312,5864,13119,2509,21492
3502601_AD,6846455.06380439,4626,11356,4877,20859
3502602,2272968.03630505,3616,8875,3811,16302
3502603,27155628.7010092,7184,17587,7576,32347
3502604,33020290.1038148,1401,3430,1453,6284
3502606,31749426.5597205,6131,15072,6424,27627
35027,25933684.6531401,3050,6344,3117,12511
35028,64465209.3932622,4426,11009,4684,20119
35029,135134510.053801,1403,3325,1220,5948
35030,277135612.186498,3074,7359,3884,14317
35031,39563294.280039,2220,4670,2326,9216
35032_AM,192445473.634352,1183,3165,1783,6131
35033,37930636.8259978,1072,3611,2634,7317
35034,213625051.6326,4170,9366,2590,16126
36003_AM,117824259.2746,2543,7876,5287,15706
36004,30820097.7929329,1486,6284,4176,11946
36005,68188063.0248134,2398,6230,2079,10707
36006,23403429.7358419,4110,9201,778,14089
36008,38114369.212382,6455,15631,5381,27467
36009_AM,165083165.28886,1983,4365,1630,7978
36015,79874263.2656674,1401,2857,916,5174
36017,280929861.301201,4586,10874,6893,22353
36018_AM,280315482.450493,712,3226,2342,6280
36021,74550808.2285656,3629,8236,3677,15542
36022,21584149.5464918,3010,6212,1959,11181
36023,20532401.4358089,2857,5877,1722,10456
36024,327022294.436694,4857,10728,4951,20536
36026,36704485.3937394,5416,12984,6290,24690
36027,27769990.6213825,802,2890,1819,5511
36028,52405588.6670608,711,2836,1534,5081
36029,35047663.6077947,4216,11138,4459,19813
36030_AM,87483030.9373823,815,3104,1586,5505
36032_AM,101641858.26399,2309,6323,2742,11374
36033,53255909.1387485,2463,9201,3426,15090
36034_AM,108493466.913887,2059,4522,1102,7683
36035,34616660.6115787,4363,10585,3076,18024
36037_AM,258723100.856528,1650,4437,2087,8174
3603801,3564309.72756709,3114,8996,3258,15368
3603802,4689342.88178605,7855,22737,8251,38843
3603803,13262406.7443389,1062,3035,1119,5216
3603804_AD,45343748.6175486,2851,8179,2975,14005
3603805_AD,51542577.4684673,1620,4681,1701,8002
36039,61262400.2299193,4960,10362,3724,19046
36041,33957131.0249035,3576,9740,3335,16651
36042,125642948.130669,5696,13937,4266,23899
36043,87049682.7756907,1248,3595,1256,6099
36044,6682822.20171315,577,1609,751,2937
36045,52085941.0620802,8036,15543,5495,29074
36046,19747441.099168,745,2596,1915,5256
36047_AM,377280731.353879,1572,3794,1454,6820
36048,44138941.1156508,1380,3610,1742,6732
36049,35940952.2107103,2291,5157,1904,9352
36050,62577446.8366205,2375,5122,2616,10113
36051,45043175.177023,3862,8852,6309,19023
36052,168044907.486536,2248,5237,1818,9303
36053,24987299.6342521,2010,4180,1421,7611
36054,106653106.903011,3260,8366,2352,13978
36055,68390996.1054512,4766,9524,3054,17344
36056_AM,70079525.3787441,1733,5145,2558,9436
3605701,1365402.80981391,2645,10317,7147,20109
3605702,1702407.3373115,4151,16186,11213,31550
3605703,1691917.7012957,5324,20760,14382,40466
3605704,3505441.65429067,6328,24677,17096,48101
3605705,5643385.83584871,2030,7917,5484,15431
3605706,5454248.75994109,3612,14085,9758,27455
3605707,22974798.7749401,7473,28988,19933,56394
3605708,39389726.4512687,2562,9951,6860,19373
3605709,23064962.1093142,3763,13866,9068,26697
36058,36909720.46898,1417,3403,1505,6325
36059,155035132.99047,1539,3042,1011,5592
36060,44139074.8092442,9990,20949,7194,38133
36061,33620649.785143,2342,7429,952,10723
36901,6684081.33444552,1299,2897,837,5033
36902_AM,278467623.35333,2341,4628,1231,8200
37008,46558434.8524478,687,2849,2000,5536
37010_AM,778933136.457037,1276,3007,1121,5404
37014_AM,716851141.835106,997,2345,923,4265
37046_AM,106051153.019397,3749,8513,2099,14361
37067_AM,73165141.0983444,1547,3743,1636,6926
37069_AM,284081717.241953,1640,3965,1565,7170
37073_AM,535255206.317072,1438,3314,1130,5882
37085,13639298.3955975,1289,4132,1713,7134
37092_AM,67617860.0524814,1367,3180,1209,5756
37103_AM,659628347.315704,1485,3495,1220,6200
37107,240162199.597306,3954,7640,1590,13184
37135_AM,864175440.225495,1291,2879,1081,5251
37136_AM,926874012.660965,1148,2717,1081,4946
37140_AM,1243630063.60793,1164,2749,999,4912
37142_AM,858061371.053251,1524,3546,1245,6315
37156,63362109.1592127,1314,3198,1172,5684
37170_AM,610513891.573116,1308,3054,1032,5394
37172_AM,559477152.113988,1321,3146,1169,5636
37173_AM,685997467.342993,1190,2886,1069,5145
37174_AM,546990072.686313,1378,3140,1085,5603
37246,22993528.5629402,1837,3644,1213,6694
3727401,978117.891463134,2388,5204,2098,9690
3727402,3134630.83400998,5352,11800,4747,21899
3727403,18408841.709083,5970,13011,5212,24193
3727404,9680974.49250658,6493,14220,5588,26301
3727405,3248211.25572785,5921,12905,5169,23995
3727406,4094277.23206175,6625,14451,5822,26898
37294,10033186.610402,3652,7599,3421,14672
37313_AM,527927631.853274,1516,3512,1215,6243
37322_AM,114005665.26621,1502,3512,1291,6305
37354_AM,124738843.179384,2583,6303,1962,10848
37362,21807541.9637422,1687,3730,1160,6577
37374_AM,581598658.951981,1776,3836,1172,6784
37376_AM,1037539282.61281,1330,2873,1081,5284
38001,106266509.760827,12544,27180,6559,46283
38004,34519570.7467594,1344,3291,708,5343
38005,179495403.451213,1990,4766,1360,8116
3800601,82077950.8115207,18601,42556,17559,78716
38008,30840028.1377535,1861,4097,1056,7014
38009,14417619.3330318,1511,3276,471,5258
38010,66896428.9267824,1189,2840,755,4784
38011,49456586.3771588,7013,14720,4384,26117
38013_AM,164835636.425218,1314,3216,1193,5723
38015_AM,53265793.7996092,1705,4219,1404,7328
38017,163251339.90515,7505,26126,13789,47420
38018,24099566.3855697,1165,3328,1304,5797
38019,147894588.090313,5714,10904,3541,20159
38020_AM,148705621.970454,5934,11914,4270,22118
38022,95600142.1052002,5177,12884,4968,23029
3802301,13665834.7561721,11427,25561,5637,42625
3802302,11521849.3719163,9444,21179,4642,35265
3802303,7903463.70683843,10660,23799,5501,39960
3802304,17528325.0594222,2639,6057,1534,10230
3802305,29541079.0297017,5078,11427,2573,19078
3802306,22726814.0587326,1522,3411,749,5682
38024,35914448.4901268,5893,12177,2093,20163
38025,13975425.6624331,1128,4439,2990,8557
38026,205708717.049728,11416,24395,7193,43004
38027,136032023.135629,2790,4578,380,7748
38028,8839864.78981057,6185,16148,7406,29739
38029_AM,177541345.698127,987,3011,1626,5624
38031,56897455.7767855,10272,19825,7693,37790
38032,39359025.5377901,3671,9464,3897,17032
38033_AM,77891807.7496885,1578,3469,1334,6381
38034,20479031.3605381,1264,2545,1162,4971
38035_AM,98558067.683672,4606,11376,4125,20107
38036_AM,163211134.070034,1724,4929,2000,8653
38037,43446371.9258129,3572,8605,2196,14373
3803801,2209031.64924852,3736,7629,3669,15034
3803802,801747.843135799,2493,5090,2448,10031
3803803,3916267.27496107,5419,11065,5321,21805
3803804,1038763.29286534,3007,6139,2952,12098
3803805,1301144.02259979,4809,9820,4722,19351
3803806,2172632.15250951,7395,15099,7261,29755
3803807_AD,119566563.618349,2896,5920,2830,11646
3803809,3715669.14593224,4399,8982,4319,17700
3803810,1243140.9304956,4036,8241,3963,16240
3803811,5930727.0225141,7736,15881,7389,31006
3803812,8710801.39608922,4428,9316,4395,18139
38039,22621430.2648718,4360,9087,1039,14486
38040,51539444.4182548,2726,5453,1837,10016
38041,18429288.1262801,2653,4760,1337,8750
38042,24455490.5690129,578,2241,1912,4731
38043,30037482.7955776,3647,11839,7923,23409
38045_AM,65671560.963312,1737,4352,1501,7590
38046,26865936.8830677,3343,6368,2002,11713
38048,103613719.49268,1078,2596,875,4549
38049_AM,205975804.117276,2020,6231,2470,10721
38051,18309939.9508711,2287,4698,1494,8479
38053_AM,126972426.641011,1001,3556,2213,6770
39001_AM,99717463.3663523,1659,3896,1406,6961
39002_AM,108248238.547111,2083,4927,1791,8801
39008,6821164.79915361,4954,10479,2319,17752
39009_AM,55649151.3015837,1322,2759,1130,5211
39012,33577471.538788,2398,5017,973,8388
39016,36591514.2627226,7220,16152,6720,30092
39018,19031983.8724282,1654,3297,784,5735
39020_AM,195762641.333816,7986,20941,9253,38180
39023,5931336.64341475,2159,5211,851,8221
39025,45368428.5398235,3008,5742,2095,10845
39026_AM,338508668.918937,1618,3660,1105,6383
39027_AM,313881161.084255,1385,3352,986,5723
39028,43177537.7403572,1435,2906,985,5326
39035,15718049.3735137,1977,6663,2885,11525
39037_AM,101072790.62924,1197,2522,830,4549
39040,28388472.3951049,1439,2815,1075,5329
39041_AM,342104203.145235,1266,3502,1536,6304
39042,26790974.9144042,1114,4039,2183,7336
39043_AM,63761124.6612833,1486,3103,901,5490
39044,24487069.1175822,1236,2965,940,5141
39047_AM,39300175.1378475,1782,4132,1405,7319
39052,83322937.6901179,6230,15234,4347,25811
39054,18010856.0449576,1341,3383,1133,5857
39055_AM,575098618.636581,1428,3333,1310,6071
39056_AM,72424367.7377043,1425,3203,922,5550
39059,4114593.87443435,2300,6030,1457,9787
39060,32192027.7711526,2408,4696,1445,8549
39061_AM,111586783.004501,2460,5792,2333,10585
39073,17212649.5028986,3057,7634,2024,12715
39074,47812387.8324998,1556,5274,2806,9636
3907501,380952.547160886,2061,4900,2176,9137
3907502,1503954.58471959,5851,13914,6180,25945
3907503,696281.898796595,3201,7612,3381,14194
3907504,3122648.47989974,3688,8770,3895,16353
3907505,2367073.25606592,3747,8910,3957,16614
3907506,820482.691103195,3121,7421,3296,13838
3907507,2282682.48032614,5884,13993,6215,26092
3907508,23580520.1285317,9692,23057,10197,42946
39076,28427040.1662039,1324,2588,512,4424
39078_AM,135539750.803886,1098,3102,1395,5595
39079,11204700.5872638,2531,6441,2286,11258
39080_AM,91890833.3177037,1866,4405,1120,7391
39082_AM,568940653.290986,1524,3681,1199,6404
39085,24583276.793183,1307,4376,3238,8921
3908701,984152.708154794,4769,8822,2247,15838
3908702_AD,4857057.40822745,3544,6686,1737,11967
3908703,6325718.38726274,3851,7169,1825,12845
3908704,23330936.1338594,3373,6264,1595,11232
39091_AM,610580279.357483,1725,3828,1186,6739
39094_AM,618667267.175376,828,1745,549,3122
39099_AM,79348154.764647,2199,4987,1939,9125
39102_AM,113792294.605933,1318,3485,1738,6541
40032_AM,740889228.416428,1345,3151,1120,5616
40040_AM,274758212.461751,1197,3068,1128,5393
40041_AM,578494119.220949,1296,2931,1136,5363
40043_AM,305849939.481703,1319,2956,926,5201
40057_AM,398581635.016164,1151,2600,792,4543
40063,217620869.047161,2593,5991,1260,9844
40076,205208156.622867,2528,4675,1832,9035
40101_AM,341003650.072945,1087,2916,917,4920
40112_AM,44791360.2415181,1332,2875,974,5181
40138_AM,497542984.527105,1239,2944,1041,5224
40141_AM,297931772.770009,1239,2720,796,4755
40145_AM,368773136.113414,1572,3426,914,5912
40149_AM,937789930.98046,953,2135,736,3824
40155,36667684.0291733,1573,3049,416,5038
40170_AM,801737654.066,1188,2776,810,4774
40181,145028628.970278,1420,3135,964,5519
4019401_AD,924539.615146712,1384,3302,995,5681
4019403,852013.443281444,2023,4826,1455,8304
4019404,140941019.282639,3789,9017,2697,15503
4019405,1820031.11928013,2541,6062,1828,10431
4019406,567217.079698543,1566,3736,1126,6428
4019407,18772816.5639545,1241,2868,909,5018
40225_AM,363627157.320139,1627,3656,1095,6378
40906_AM,81363146.8006072,1309,3098,1099,5506
4100401,1050897.95490375,2073,4997,1322,8392
4100403,1236743.81574604,3378,8145,2155,13678
4100404_AD,282881984.814244,13415,32383,8613,54411
41005,82107855.9943106,3043,6851,2289,12183
41007,17699567.9185237,4707,9535,2136,16378
41010,14156842.3661613,1733,3535,1039,6307
41011_AM,244147339.529323,6133,13527,4257,23917
41012_AM,508422029.236546,2587,5425,1389,9401
41013,199333189.977353,1675,3741,936,6352
41015,32204971.0264316,1941,3809,1588,7338
41016,62474268.2621284,2741,6462,2296,11499
41017,12222810.2155221,3120,11601,6724,21445
41018,21479198.3592547,3786,6812,2080,12678
41019,43232097.5864127,1984,3645,1214,6843
41020,230156059.18956,4360,10210,2905,17475
41021,11643386.8010985,7879,15525,3256,26660
41022,126287282.882111,1297,3464,1048,5809
41023,107919040.625317,2920,5935,1778,10633
41024,925619901.507539,8620,17648,5086,31354
41026_AM,100887053.14268,1772,5367,1908,9047
41027,324024817.101334,1154,3432,1112,5698
41029,2175431.51864251,4777,9259,3130,17166
41032_AM,672359167.056528,1464,4200,1438,7102
41033_AM,545571326.843086,1723,4643,1512,7878
41034,62986793.8499346,8870,20351,1912,31133
41036_AM,91745302.1309753,1412,3002,553,4967
4103801,1670482.95545152,1761,6542,3357,11660
4103802,1421981.6725979,2825,10496,5386,18707
4103803,3866603.48714153,3424,12722,6529,22675
4103804,5009587.87468796,5623,20894,10723,37240
4103805,148563555.937609,6679,24388,12367,43434
41039,980505997.696874,9757,24952,7264,41973
41040,22750491.2038594,3803,8710,3304,15817
41041_AM,208381810.687662,3914,7986,1780,13680
41042,150418275.430332,1943,4590,1291,7824
41044,8269158.23101054,3447,5520,1345,10312
41045,130151569.12754,1929,4253,1609,7791
41046_AM,64815170.2913723,1191,3172,1617,5980
41047,2908389.50146028,3579,7047,2880,13506
41048_AM,601053746.241186,1244,2810,1101,5155
41049,226998053.405747,2507,7078,3982,13567
41050,53586822.3526384,921,3564,2160,6645
41051_AM,79914831.3725219,1876,3872,1107,6855
41053,375987565.283878,6537,15994,5436,27967
41055_AM,344364944.665804,6043,13051,3794,22888
41056_AM,68517477.4450511,2053,4511,1811,8375
41058,69538532.0428416,5098,13843,4924,23865
41059,17518745.10044,10993,25687,8540,45220
41060,378889216.595681,5602,14353,1732,21687
41064,116927595.002573,1879,4324,1182,7385
41065_AM,484262008.013238,8058,17743,3345,29146
41067_AM,56563627.8409132,3778,7688,1954,13420
41068_AM,611307168.682724,5977,12300,4118,22395
41069,109663828.555676,10039,21970,7683,39692
41070,13195229.6875621,2392,4772,1557,8721
41071,109763751.266957,2013,4100,1114,7227
41072,60721050.919314,919,2802,1549,5270
41074_AM,237496689.330698,1943,4202,936,7081
41075,46026238.037066,2174,8769,3532,14475
41076_AM,156078216.224699,1419,2873,939,5231
41077,190132487.631289,2472,6894,1994,11360
41079,374591187.340548,3896,7178,1052,12126
41080_AM,897253771.842597,1768,4630,1571,7969
41081,139718413.424553,11862,21778,5253,38893
41082,76820706.3350282,1123,2585,717,4425
41084_AM,45704555.0718418,1851,3946,914,6711
41085,57587941.130058,1510,3038,1191,5739
41086,4134952.05318811,4682,13379,3001,21062
41087,135524959.851223,3521,7681,2839,14041
41089,8368362.38417394,2265,4501,1509,8275
41090_AM,209426811.457935,2894,6362,2213,11469
4109101,4234252.78140181,18946,31495,2643,53084
4109102,3224308.58281029,24706,41071,3447,69224
4109103,3198495.73583132,16072,26717,2242,45031
4109104,7456972.69718433,30106,50047,4201,84354
4109105,7543684.30876017,22157,36834,3092,62083
4109106,9264219.94121382,14568,25299,3312,43179
4109107,38531064.9820134,24847,42050,4685,71582
4109108,5619570.93713469,20614,34268,2876,57758
4109109,30988470.961688,36009,60041,5171,101221
4109110,16327744.2789985,13632,22662,1902,38196
4109111,15207594.8957231,7740,13146,1717,22603
41092,15504885.0499388,2307,5891,1668,9866
41093,5217203.20913441,6154,13111,5342,24607
41094,12566083.3631412,2434,5147,1053,8634
4109501,1046353.6053853,3244,7193,2498,12935
4109502_AD,1467980.3599092,2836,6288,2183,11307
4109503,1146207.8925943,2439,5410,1878,9727
4109505,681915003.361155,4964,11022,3787,19773
41096_AM,27259369.3808791,2889,6583,1603,11075
41098,4734055.44662475,949,3524,2483,6956
41099,151162723.387107,1511,3110,647,5268
41101,41133484.1763509,1904,4488,1792,8184
41102,20268025.0434399,3233,11218,5122,19573
41902,114780286.896591,1462,3341,1220,6023
41903,30494277.8102648,1938,5364,1218,8520
42020,166668938.811367,1133,3080,893,5106
42025_AM,2472454558.99828,1237,2676,909,4822
42035_AM,2164938908.38691,1349,3108,803,5260
42043_AM,473474560.738599,1304,2907,966,5177
42069_AM,689195566.954954,829,2180,849,3858
42094_AM,1557860677.92833,1147,2667,852,4666
42095_AM,821844224.701503,1193,2927,982,5102
42134_AM,351799074.808514,1563,3621,820,6004
42162_AM,1340739749.83292,1548,3537,1237,6322
42173,272060145.869556,9960,21403,7582,38945
43004,46947626.1371198,2659,5146,1479,9284
43005,46289185.2353936,1243,2740,1055,5038
43009_AM,334681728.173746,1242,3096,993,5331
43012,6899945.81792918,1352,3014,897,5263
43013,66777982.2350277,1800,3629,1431,6860
43014,137818428.048627,5739,12677,3007,21423
43016,14201367.0923262,1457,2824,882,5163
43019_AM,394452782.348247,1479,3383,1010,5872
43026_AM,295736177.847898,1447,3588,1138,6173
43028_AM,52198686.8903547,1541,3492,1050,6083
43037,20397360.6893063,7517,16409,3431,27357
43038_AM,45914267.6072562,8878,20592,6100,35570
43042_AM,11130503.1282109,845,2375,1112,4332
43043_AM,44328985.6092101,1285,3539,1263,6087
43044,109069178.301257,1394,3156,1049,5599
43047,31058137.0776241,2070,3746,504,6320
